date,store_id,ndc,on_hand_qty,in_transit_qty,days_of_supply,reorder_point_days,target_days_of_supply
2024-11-25,ST001,25443-741-74,15,0,12.1,10,21
2024-12-02,ST001,25443-741-74,25,0,20.1,10,21
2024-12-09,ST001,25443-741-74,19,0,15.3,10,21
2024-12-16,ST001,25443-741-74,22,0,17.7,10,21
2024-12-23,ST001,25443-741-74,14,0,11.3,10,21
2024-12-30,ST001,25443-741-74,24,0,19.3,10,21
2025-01-06,ST001,25443-741-74,20,0,16.1,10,21
2025-01-13,ST001,25443-741-74,14,0,11.3,10,21
2025-01-20,ST001,25443-741-74,19,0,15.3,10,21
2025-01-27,ST001,25443-741-74,20,0,16.1,10,21
2025-02-03,ST001,25443-741-74,22,0,17.7,10,21
2025-02-10,ST001,25443-741-74,13,0,10.5,10,21
2025-02-17,ST001,25443-741-74,23,0,18.5,10,21
2025-02-24,ST001,25443-741-74,19,0,15.3,10,21
2025-03-03,ST001,25443-741-74,11,14,8.8,10,21
2025-03-10,ST001,25443-741-74,14,0,11.3,10,21
2025-03-17,ST001,25443-741-74,22,0,17.7,10,21
2025-03-24,ST001,25443-741-74,11,15,8.8,10,21
2025-03-31,ST001,25443-741-74,20,0,16.1,10,21
2025-04-07,ST001,25443-741-74,15,0,12.1,10,21
2025-04-14,ST001,25443-741-74,21,0,16.9,10,21
2025-04-21,ST001,25443-741-74,10,15,8,10,21
2025-04-28,ST001,25443-741-74,18,0,14.5,10,21
2025-05-05,ST001,25443-741-74,25,0,20.1,10,21
2025-05-12,ST001,25443-741-74,17,0,13.7,10,21
2025-05-19,ST001,25443-741-74,24,0,19.3,10,21
2025-05-26,ST001,25443-741-74,16,0,12.9,10,21
2025-06-02,ST001,25443-741-74,24,0,19.3,10,21
2025-06-09,ST001,25443-741-74,16,0,12.9,10,21
2025-06-16,ST001,25443-741-74,19,0,15.3,10,21
2025-06-23,ST001,25443-741-74,11,15,8.8,10,21
2025-06-30,ST001,25443-741-74,18,0,14.5,10,21
2025-07-07,ST001,25443-741-74,15,0,12.1,10,21
2025-07-14,ST001,25443-741-74,25,0,20.1,10,21
2025-07-21,ST001,25443-741-74,17,0,13.7,10,21
2025-07-28,ST001,25443-741-74,24,0,19.3,10,21
2025-08-04,ST001,25443-741-74,14,0,11.3,10,21
2025-08-11,ST001,25443-741-74,21,0,16.9,10,21
2025-08-18,ST001,25443-741-74,12,14,9.7,10,21
2025-08-25,ST001,25443-741-74,15,0,12.1,10,21
2025-09-01,ST001,25443-741-74,24,0,19.3,10,21
2025-09-08,ST001,25443-741-74,14,0,11.3,10,21
2025-09-15,ST001,25443-741-74,20,0,16.1,10,21
2025-09-22,ST001,25443-741-74,11,15,8.8,10,21
2025-09-29,ST001,25443-741-74,11,15,8.8,10,21
2025-10-06,ST001,25443-741-74,21,0,16.9,10,21
2025-10-13,ST001,25443-741-74,16,0,12.9,10,21
2025-10-20,ST001,25443-741-74,23,0,18.5,10,21
2025-10-27,ST001,25443-741-74,19,0,15.3,10,21
2025-11-03,ST001,25443-741-74,13,0,10.5,10,21
2025-11-10,ST001,25443-741-74,18,0,14.5,10,21
2025-11-17,ST001,25443-741-74,14,0,11.3,10,21
2025-11-24,ST001,25443-741-74,22,0,17.7,10,21
2025-12-01,ST001,25443-741-74,13,0,10.5,10,21
2025-12-08,ST001,25443-741-74,22,0,17.7,10,21
2025-12-15,ST001,25443-741-74,16,0,12.9,10,21
2025-12-22,ST001,25443-741-74,23,0,18.5,10,21
2025-12-29,ST001,25443-741-74,16,0,12.9,10,21
2024-01-01,ST001,35129-243-96,62,0,13.6,7,14
2024-01-08,ST001,35129-243-96,36,0,7.9,7,14
2024-01-15,ST001,35129-243-96,50,0,11,7,14
2024-01-22,ST001,35129-243-96,47,0,10.3,7,14
2024-01-29,ST001,35129-243-96,58,0,12.8,7,14
2024-02-05,ST001,35129-243-96,39,0,8.6,7,14
2024-02-12,ST001,35129-243-96,40,0,8.8,7,14
2024-02-19,ST001,35129-243-96,49,0,10.8,7,14
2024-02-26,ST001,35129-243-96,57,0,12.5,7,14
2024-03-04,ST001,35129-243-96,26,33,5.7,7,14
2024-03-11,ST001,35129-243-96,43,0,9.5,7,14
2024-03-18,ST001,35129-243-96,50,0,11,7,14
2024-03-25,ST001,35129-243-96,55,0,12.1,7,14
2024-04-01,ST001,35129-243-96,31,33,6.8,7,14
2024-04-08,ST001,35129-243-96,39,0,8.6,7,14
2024-04-15,ST001,35129-243-96,46,0,10.1,7,14
2024-04-22,ST001,35129-243-96,23,36,5.1,7,14
2024-04-29,ST001,35129-243-96,34,0,7.5,7,14
2024-05-06,ST001,35129-243-96,36,0,7.9,7,14
2024-05-13,ST001,35129-243-96,49,0,10.8,7,14
2024-05-20,ST001,35129-243-96,55,0,12.1,7,14
2024-05-27,ST001,35129-243-96,56,0,12.3,7,14
2024-06-03,ST001,35129-243-96,30,34,6.6,7,14
2024-06-10,ST001,35129-243-96,37,0,8.1,7,14
2024-06-17,ST001,35129-243-96,45,0,9.9,7,14
2024-06-24,ST001,35129-243-96,51,0,11.2,7,14
2024-07-01,ST001,35129-243-96,52,0,11.4,7,14
2024-07-08,ST001,35129-243-96,21,33,4.6,7,14
2024-07-15,ST001,35129-243-96,29,35,6.4,7,14
2024-07-22,ST001,35129-243-96,29,35,6.4,7,14
2024-07-29,ST001,35129-243-96,34,0,7.5,7,14
2024-08-05,ST001,35129-243-96,38,0,8.4,7,14
2024-08-12,ST001,35129-243-96,38,0,8.4,7,14
2024-08-19,ST001,35129-243-96,44,0,9.7,7,14
2024-08-26,ST001,35129-243-96,49,0,10.8,7,14
2024-09-02,ST001,35129-243-96,58,0,12.8,7,14
2024-09-09,ST001,35129-243-96,32,0,7,7,14
2024-09-16,ST001,35129-243-96,42,0,9.2,7,14
2024-09-23,ST001,35129-243-96,52,0,11.4,7,14
2024-09-30,ST001,35129-243-96,28,36,6.2,7,14
2024-10-07,ST001,35129-243-96,39,0,8.6,7,14
2024-10-14,ST001,35129-243-96,48,0,10.6,7,14
2024-10-21,ST001,35129-243-96,20,35,4.4,7,14
2024-10-28,ST001,35129-243-96,25,33,5.5,7,14
2024-11-04,ST001,35129-243-96,28,36,6.2,7,14
2024-11-11,ST001,35129-243-96,28,36,6.2,7,14
2024-11-18,ST001,35129-243-96,41,0,9,7,14
2024-11-25,ST001,35129-243-96,42,0,9.2,7,14
2024-12-02,ST001,35129-243-96,41,0,9,7,14
2024-12-09,ST001,35129-243-96,41,0,9,7,14
2024-12-16,ST001,35129-243-96,53,0,11.7,7,14
2024-12-23,ST001,35129-243-96,24,40,5.3,7,14
2024-12-30,ST001,35129-243-96,29,35,6.4,7,14
2025-01-06,ST001,35129-243-96,36,0,7.9,7,14
2025-01-13,ST001,35129-243-96,47,0,10.3,7,14
2025-01-20,ST001,35129-243-96,26,38,5.7,7,14
2025-01-27,ST001,35129-243-96,35,0,7.7,7,14
2025-02-03,ST001,35129-243-96,33,0,7.3,7,14
2025-02-10,ST001,35129-243-96,42,0,9.2,7,14
2025-02-17,ST001,35129-243-96,52,0,11.4,7,14
2025-02-24,ST001,35129-243-96,55,0,12.1,7,14
2025-03-03,ST001,35129-243-96,34,0,7.5,7,14
2025-03-10,ST001,35129-243-96,31,33,6.8,7,14
2025-03-17,ST001,35129-243-96,30,34,6.6,7,14
2025-03-24,ST001,35129-243-96,29,35,6.4,7,14
2025-03-31,ST001,35129-243-96,43,0,9.5,7,14
2025-04-07,ST001,35129-243-96,59,0,13,7,14
2025-04-14,ST001,35129-243-96,41,0,9,7,14
2025-04-21,ST001,35129-243-96,40,0,8.8,7,14
2025-04-28,ST001,35129-243-96,36,0,7.9,7,14
2025-05-05,ST001,35129-243-96,52,0,11.4,7,14
2025-05-12,ST001,35129-243-96,24,33,5.3,7,14
2025-05-19,ST001,35129-243-96,32,0,7,7,14
2025-05-26,ST001,35129-243-96,41,0,9,7,14
2025-06-02,ST001,35129-243-96,51,0,11.2,7,14
2025-06-09,ST001,35129-243-96,24,35,5.3,7,14
2025-06-16,ST001,35129-243-96,30,34,6.6,7,14
2025-06-23,ST001,35129-243-96,42,0,9.2,7,14
2025-06-30,ST001,35129-243-96,52,0,11.4,7,14
2025-07-07,ST001,35129-243-96,23,34,5.1,7,14
2025-07-14,ST001,35129-243-96,32,0,7,7,14
2025-07-21,ST001,35129-243-96,44,0,9.7,7,14
2025-07-28,ST001,35129-243-96,39,0,8.6,7,14
2025-08-04,ST001,35129-243-96,53,0,11.7,7,14
2025-08-11,ST001,35129-243-96,34,0,7.5,7,14
2025-08-18,ST001,35129-243-96,39,0,8.6,7,14
2025-08-25,ST001,35129-243-96,39,0,8.6,7,14
2025-09-01,ST001,35129-243-96,51,0,11.2,7,14
2025-09-08,ST001,35129-243-96,27,33,5.9,7,14
2025-09-15,ST001,35129-243-96,39,0,8.6,7,14
2025-09-22,ST001,35129-243-96,48,0,10.6,7,14
2025-09-29,ST001,35129-243-96,54,0,11.9,7,14
2025-10-06,ST001,35129-243-96,27,37,5.9,7,14
2025-10-13,ST001,35129-243-96,36,0,7.9,7,14
2025-10-20,ST001,35129-243-96,37,0,8.1,7,14
2025-10-27,ST001,35129-243-96,45,0,9.9,7,14
2025-11-03,ST001,35129-243-96,58,0,12.8,7,14
2025-11-10,ST001,35129-243-96,35,0,7.7,7,14
2025-11-17,ST001,35129-243-96,45,0,9.9,7,14
2025-11-24,ST001,35129-243-96,48,0,10.6,7,14
2025-12-01,ST001,35129-243-96,26,34,5.7,7,14
2025-12-08,ST001,35129-243-96,37,0,8.1,7,14
2025-12-15,ST001,35129-243-96,50,0,11,7,14
2025-12-22,ST001,35129-243-96,28,33,6.2,7,14
2025-12-29,ST001,35129-243-96,38,0,8.4,7,14
2024-01-01,ST001,77547-855-65,63,0,13.9,7,14
2024-01-08,ST001,77547-855-65,32,0,7,7,14
2024-01-15,ST001,77547-855-65,33,0,7.3,7,14
2024-01-22,ST001,77547-855-65,47,0,10.3,7,14
2024-01-29,ST001,77547-855-65,17,36,3.7,7,14
2024-02-05,ST001,77547-855-65,54,0,11.9,7,14
2024-02-12,ST001,77547-855-65,28,36,6.2,7,14
2024-02-19,ST001,77547-855-65,41,0,9,7,14
2024-02-26,ST001,77547-855-65,51,0,11.2,7,14
2024-03-04,ST001,77547-855-65,29,35,6.4,7,14
2024-03-11,ST001,77547-855-65,28,36,6.2,7,14
2024-03-18,ST001,77547-855-65,42,0,9.2,7,14
2024-03-25,ST001,77547-855-65,45,0,9.9,7,14
2024-04-01,ST001,77547-855-65,18,37,4,7,14
2024-04-08,ST001,77547-855-65,21,34,4.6,7,14
2024-04-15,ST001,77547-855-65,31,33,6.8,7,14
2024-04-22,ST001,77547-855-65,39,0,8.6,7,14
2024-04-29,ST001,77547-855-65,47,0,10.3,7,14
2024-05-06,ST001,77547-855-65,51,0,11.2,7,14
2024-05-13,ST001,77547-855-65,58,0,12.8,7,14
2024-05-20,ST001,77547-855-65,23,41,5.1,7,14
2024-05-27,ST001,77547-855-65,37,0,8.1,7,14
2024-06-03,ST001,77547-855-65,38,0,8.4,7,14
2024-06-10,ST001,77547-855-65,44,0,9.7,7,14
2024-06-17,ST001,77547-855-65,57,0,12.5,7,14
2024-06-24,ST001,77547-855-65,29,35,6.4,7,14
2024-07-01,ST001,77547-855-65,39,0,8.6,7,14
2024-07-08,ST001,77547-855-65,52,0,11.4,7,14
2024-07-15,ST001,77547-855-65,20,34,4.4,7,14
2024-07-22,ST001,77547-855-65,29,35,6.4,7,14
2024-07-29,ST001,77547-855-65,30,34,6.6,7,14
2024-08-05,ST001,77547-855-65,31,33,6.8,7,14
2024-08-12,ST001,77547-855-65,44,0,9.7,7,14
2024-08-19,ST001,77547-855-65,19,35,4.2,7,14
2024-08-26,ST001,77547-855-65,57,0,12.5,7,14
2024-09-02,ST001,77547-855-65,26,38,5.7,7,14
2024-09-09,ST001,77547-855-65,39,0,8.6,7,14
2024-09-16,ST001,77547-855-65,55,0,12.1,7,14
2024-09-23,ST001,77547-855-65,35,0,7.7,7,14
2024-09-30,ST001,77547-855-65,39,0,8.6,7,14
2024-10-07,ST001,77547-855-65,46,0,10.1,7,14
2024-10-14,ST001,77547-855-65,24,33,5.3,7,14
2024-10-21,ST001,77547-855-65,31,33,6.8,7,14
2024-10-28,ST001,77547-855-65,38,0,8.4,7,14
2024-11-04,ST001,77547-855-65,40,0,8.8,7,14
2024-11-11,ST001,77547-855-65,47,0,10.3,7,14
2024-11-18,ST001,77547-855-65,38,0,8.4,7,14
2024-11-25,ST001,77547-855-65,40,0,8.8,7,14
2024-12-02,ST001,77547-855-65,44,0,9.7,7,14
2024-12-09,ST001,77547-855-65,23,33,5.1,7,14
2024-12-16,ST001,77547-855-65,27,33,5.9,7,14
2024-12-23,ST001,77547-855-65,33,0,7.3,7,14
2024-12-30,ST001,77547-855-65,35,0,7.7,7,14
2025-01-06,ST001,77547-855-65,46,0,10.1,7,14
2025-01-13,ST001,77547-855-65,49,0,10.8,7,14
2025-01-20,ST001,77547-855-65,25,33,5.5,7,14
2025-01-27,ST001,77547-855-65,29,35,6.4,7,14
2025-02-03,ST001,77547-855-65,24,35,5.3,7,14
2025-02-10,ST001,77547-855-65,34,0,7.5,7,14
2025-02-17,ST001,77547-855-65,42,0,9.2,7,14
2025-02-24,ST001,77547-855-65,53,0,11.7,7,14
2025-03-03,ST001,77547-855-65,27,35,5.9,7,14
2025-03-10,ST001,77547-855-65,40,0,8.8,7,14
2025-03-17,ST001,77547-855-65,49,0,10.8,7,14
2025-03-24,ST001,77547-855-65,23,35,5.1,7,14
2025-03-31,ST001,77547-855-65,36,0,7.9,7,14
2025-04-07,ST001,77547-855-65,51,0,11.2,7,14
2025-04-14,ST001,77547-855-65,55,0,12.1,7,14
2025-04-21,ST001,77547-855-65,22,35,4.8,7,14
2025-04-28,ST001,77547-855-65,32,0,7,7,14
2025-05-05,ST001,77547-855-65,43,0,9.5,7,14
2025-05-12,ST001,77547-855-65,46,0,10.1,7,14
2025-05-19,ST001,77547-855-65,52,0,11.4,7,14
2025-05-26,ST001,77547-855-65,36,0,7.9,7,14
2025-06-02,ST001,77547-855-65,49,0,10.8,7,14
2025-06-09,ST001,77547-855-65,56,0,12.3,7,14
2025-06-16,ST001,77547-855-65,21,37,4.6,7,14
2025-06-23,ST001,77547-855-65,26,38,5.7,7,14
2025-06-30,ST001,77547-855-65,41,0,9,7,14
2025-07-07,ST001,77547-855-65,43,0,9.5,7,14
2025-07-14,ST001,77547-855-65,47,0,10.3,7,14
2025-07-21,ST001,77547-855-65,23,41,5.1,7,14
2025-07-28,ST001,77547-855-65,38,0,8.4,7,14
2025-08-04,ST001,77547-855-65,44,0,9.7,7,14
2025-08-11,ST001,77547-855-65,46,0,10.1,7,14
2025-08-18,ST001,77547-855-65,55,0,12.1,7,14
2025-08-25,ST001,77547-855-65,27,37,5.9,7,14
2025-09-01,ST001,77547-855-65,32,0,7,7,14
2025-09-08,ST001,77547-855-65,34,0,7.5,7,14
2025-09-15,ST001,77547-855-65,46,0,10.1,7,14
2025-09-22,ST001,77547-855-65,54,0,11.9,7,14
2025-09-29,ST001,77547-855-65,30,34,6.6,7,14
2025-10-06,ST001,77547-855-65,34,0,7.5,7,14
2025-10-13,ST001,77547-855-65,34,0,7.5,7,14
2025-10-20,ST001,77547-855-65,48,0,10.6,7,14
2025-10-27,ST001,77547-855-65,52,0,11.4,7,14
2025-11-03,ST001,77547-855-65,29,35,6.4,7,14
2025-11-10,ST001,77547-855-65,27,37,5.9,7,14
2025-11-17,ST001,77547-855-65,37,0,8.1,7,14
2025-11-24,ST001,77547-855-65,31,33,6.8,7,14
2025-12-01,ST001,77547-855-65,34,0,7.5,7,14
2025-12-08,ST001,77547-855-65,43,0,9.5,7,14
2025-12-15,ST001,77547-855-65,56,0,12.3,7,14
2025-12-22,ST001,77547-855-65,30,34,6.6,7,14
2025-12-29,ST001,77547-855-65,38,0,8.4,7,14
2024-01-01,ST001,96981-253-27,73,0,13.2,7,14
2024-01-08,ST001,96981-253-27,38,39,6.9,7,14
2024-01-15,ST001,96981-253-27,45,0,8.1,7,14
2024-01-22,ST001,96981-253-27,56,0,10.1,7,14
2024-01-29,ST001,96981-253-27,59,0,10.7,7,14
2024-02-05,ST001,96981-253-27,67,0,12.1,7,14
2024-02-12,ST001,96981-253-27,32,40,5.8,7,14
2024-02-19,ST001,96981-253-27,53,0,9.6,7,14
2024-02-26,ST001,96981-253-27,63,0,11.4,7,14
2024-03-04,ST001,96981-253-27,30,42,5.4,7,14
2024-03-11,ST001,96981-253-27,45,0,8.1,7,14
2024-03-18,ST001,96981-253-27,61,0,11,7,14
2024-03-25,ST001,96981-253-27,25,45,4.5,7,14
2024-04-01,ST001,96981-253-27,41,0,7.4,7,14
2024-04-08,ST001,96981-253-27,55,0,9.9,7,14
2024-04-15,ST001,96981-253-27,57,0,10.3,7,14
2024-04-22,ST001,96981-253-27,26,40,4.7,7,14
2024-04-29,ST001,96981-253-27,44,0,7.9,7,14
2024-05-06,ST001,96981-253-27,62,0,11.2,7,14
2024-05-13,ST001,96981-253-27,21,44,3.8,7,14
2024-05-20,ST001,96981-253-27,67,0,12.1,7,14
2024-05-27,ST001,96981-253-27,33,39,6,7,14
2024-06-03,ST001,96981-253-27,40,0,7.2,7,14
2024-06-10,ST001,96981-253-27,50,0,9,7,14
2024-06-17,ST001,96981-253-27,66,0,11.9,7,14
2024-06-24,ST001,96981-253-27,31,39,5.6,7,14
2024-07-01,ST001,96981-253-27,35,39,6.3,7,14
2024-07-08,ST001,96981-253-27,44,0,7.9,7,14
2024-07-15,ST001,96981-253-27,55,0,9.9,7,14
2024-07-22,ST001,96981-253-27,25,40,4.5,7,14
2024-07-29,ST001,96981-253-27,38,39,6.9,7,14
2024-08-05,ST001,96981-253-27,46,0,8.3,7,14
2024-08-12,ST001,96981-253-27,50,0,9,7,14
2024-08-19,ST001,96981-253-27,54,0,9.8,7,14
2024-08-26,ST001,96981-253-27,69,0,12.5,7,14
2024-09-02,ST001,96981-253-27,40,0,7.2,7,14
2024-09-09,ST001,96981-253-27,44,0,7.9,7,14
2024-09-16,ST001,96981-253-27,47,0,8.5,7,14
2024-09-23,ST001,96981-253-27,52,0,9.4,7,14
2024-09-30,ST001,96981-253-27,59,0,10.7,7,14
2024-10-07,ST001,96981-253-27,30,39,5.4,7,14
2024-10-14,ST001,96981-253-27,35,42,6.3,7,14
2024-10-21,ST001,96981-253-27,44,0,7.9,7,14
2024-10-28,ST001,96981-253-27,49,0,8.9,7,14
2024-11-04,ST001,96981-253-27,50,0,9,7,14
2024-11-11,ST001,96981-253-27,58,0,10.5,7,14
2024-11-18,ST001,96981-253-27,68,0,12.3,7,14
2024-11-25,ST001,96981-253-27,32,45,5.8,7,14
2024-12-02,ST001,96981-253-27,43,0,7.8,7,14
2024-12-09,ST001,96981-253-27,46,0,8.3,7,14
2024-12-16,ST001,96981-253-27,62,0,11.2,7,14
2024-12-23,ST001,96981-253-27,36,41,6.5,7,14
2024-12-30,ST001,96981-253-27,42,0,7.6,7,14
2025-01-06,ST001,96981-253-27,51,0,9.2,7,14
2025-01-13,ST001,96981-253-27,62,0,11.2,7,14
2025-01-20,ST001,96981-253-27,25,40,4.5,7,14
2025-01-27,ST001,96981-253-27,70,0,12.6,7,14
2025-02-03,ST001,96981-253-27,36,41,6.5,7,14
2025-02-10,ST001,96981-253-27,51,0,9.2,7,14
2025-02-17,ST001,96981-253-27,54,0,9.8,7,14
2025-02-24,ST001,96981-253-27,25,43,4.5,7,14
2025-03-03,ST001,96981-253-27,33,44,6,7,14
2025-03-10,ST001,96981-253-27,43,0,7.8,7,14
2025-03-17,ST001,96981-253-27,56,0,10.1,7,14
2025-03-24,ST001,96981-253-27,33,40,6,7,14
2025-03-31,ST001,96981-253-27,39,0,7,7,14
2025-04-07,ST001,96981-253-27,51,0,9.2,7,14
2025-04-14,ST001,96981-253-27,65,0,11.7,7,14
2025-04-21,ST001,96981-253-27,36,41,6.5,7,14
2025-04-28,ST001,96981-253-27,50,0,9,7,14
2025-05-05,ST001,96981-253-27,67,0,12.1,7,14
2025-05-12,ST001,96981-253-27,32,41,5.8,7,14
2025-05-19,ST001,96981-253-27,34,43,6.1,7,14
2025-05-26,ST001,96981-253-27,39,0,7,7,14
2025-06-02,ST001,96981-253-27,56,0,10.1,7,14
2025-06-09,ST001,96981-253-27,58,0,10.5,7,14
2025-06-16,ST001,96981-253-27,66,0,11.9,7,14
2025-06-23,ST001,96981-253-27,36,41,6.5,7,14
2025-06-30,ST001,96981-253-27,34,39,6.1,7,14
2025-07-07,ST001,96981-253-27,29,43,5.2,7,14
2025-07-14,ST001,96981-253-27,37,40,6.7,7,14
2025-07-21,ST001,96981-253-27,34,43,6.1,7,14
2025-07-28,ST001,96981-253-27,44,0,7.9,7,14
2025-08-04,ST001,96981-253-27,51,0,9.2,7,14
2025-08-11,ST001,96981-253-27,58,0,10.5,7,14
2025-08-18,ST001,96981-253-27,22,43,4,7,14
2025-08-25,ST001,96981-253-27,63,0,11.4,7,14
2025-09-01,ST001,96981-253-27,60,0,10.8,7,14
2025-09-08,ST001,96981-253-27,60,0,10.8,7,14
2025-09-15,ST001,96981-253-27,66,0,11.9,7,14
2025-09-22,ST001,96981-253-27,37,40,6.7,7,14
2025-09-29,ST001,96981-253-27,49,0,8.9,7,14
2025-10-06,ST001,96981-253-27,66,0,11.9,7,14
2025-10-13,ST001,96981-253-27,32,45,5.8,7,14
2025-10-20,ST001,96981-253-27,44,0,7.9,7,14
2025-10-27,ST001,96981-253-27,39,0,7,7,14
2025-11-03,ST001,96981-253-27,50,0,9,7,14
2025-11-10,ST001,96981-253-27,62,0,11.2,7,14
2025-11-17,ST001,96981-253-27,64,0,11.6,7,14
2025-11-24,ST001,96981-253-27,31,43,5.6,7,14
2025-12-01,ST001,96981-253-27,44,0,7.9,7,14
2025-12-08,ST001,96981-253-27,57,0,10.3,7,14
2025-12-15,ST001,96981-253-27,64,0,11.6,7,14
2025-12-22,ST001,96981-253-27,66,0,11.9,7,14
2025-12-29,ST001,96981-253-27,20,44,3.6,7,14
2024-01-01,ST001,28307-336-11,71,0,13.1,7,14
2024-01-08,ST001,28307-336-11,24,44,4.4,7,14
2024-01-15,ST001,28307-336-11,36,40,6.7,7,14
2024-01-22,ST001,28307-336-11,55,0,10.2,7,14
2024-01-29,ST001,28307-336-11,22,44,4.1,7,14
2024-02-05,ST001,28307-336-11,29,41,5.4,7,14
2024-02-12,ST001,28307-336-11,39,0,7.2,7,14
2024-02-19,ST001,28307-336-11,58,0,10.7,7,14
2024-02-26,ST001,28307-336-11,25,41,4.6,7,14
2024-03-04,ST001,28307-336-11,38,0,7,7,14
2024-03-11,ST001,28307-336-11,4,11,0.7,7,14
2024-03-18,ST001,28307-336-11,0,11,0,7,14
2024-03-25,ST001,28307-336-11,0,28,0,7,14
2024-04-01,ST001,28307-336-11,0,28,0,7,14
2024-04-08,ST001,28307-336-11,0,28,0,7,14
2024-04-15,ST001,28307-336-11,0,18,0,7,14
2024-04-22,ST001,28307-336-11,0,18,0,7,14
2024-04-29,ST001,28307-336-11,0,18,0,7,14
2024-05-06,ST001,28307-336-11,63,0,11.7,7,14
2024-05-13,ST001,28307-336-11,69,0,12.8,7,14
2024-05-20,ST001,28307-336-11,39,0,7.2,7,14
2024-05-27,ST001,28307-336-11,36,40,6.7,7,14
2024-06-03,ST001,28307-336-11,33,43,6.1,7,14
2024-06-10,ST001,28307-336-11,43,0,8,7,14
2024-06-17,ST001,28307-336-11,52,0,9.6,7,14
2024-06-24,ST001,28307-336-11,51,0,9.4,7,14
2024-07-01,ST001,28307-336-11,57,0,10.6,7,14
2024-07-08,ST001,28307-336-11,57,0,10.6,7,14
2024-07-15,ST001,28307-336-11,57,0,10.6,7,14
2024-07-22,ST001,28307-336-11,59,0,10.9,7,14
2024-07-29,ST001,28307-336-11,33,40,6.1,7,14
2024-08-05,ST001,28307-336-11,37,39,6.9,7,14
2024-08-12,ST001,28307-336-11,56,0,10.4,7,14
2024-08-19,ST001,28307-336-11,64,0,11.9,7,14
2024-08-26,ST001,28307-336-11,32,44,5.9,7,14
2024-09-02,ST001,28307-336-11,27,39,5,7,14
2024-09-09,ST001,28307-336-11,55,0,10.2,7,14
2024-09-16,ST001,28307-336-11,70,0,13,7,14
2024-09-23,ST001,28307-336-11,65,0,12,7,14
2024-09-30,ST001,28307-336-11,35,41,6.5,7,14
2024-10-07,ST001,28307-336-11,45,0,8.3,7,14
2024-10-14,ST001,28307-336-11,48,0,8.9,7,14
2024-10-21,ST001,28307-336-11,57,0,10.6,7,14
2024-10-28,ST001,28307-336-11,57,0,10.6,7,14
2024-11-04,ST001,28307-336-11,54,0,10,7,14
2024-11-11,ST001,28307-336-11,60,0,11.1,7,14
2024-11-18,ST001,28307-336-11,54,0,10,7,14
2024-11-25,ST001,28307-336-11,50,0,9.3,7,14
2024-12-02,ST001,28307-336-11,57,0,10.6,7,14
2024-12-09,ST001,28307-336-11,51,0,9.4,7,14
2024-12-16,ST001,28307-336-11,58,0,10.7,7,14
2024-12-23,ST001,28307-336-11,67,0,12.4,7,14
2024-12-30,ST001,28307-336-11,27,41,5,7,14
2025-01-06,ST001,28307-336-11,28,40,5.2,7,14
2025-01-13,ST001,28307-336-11,33,43,6.1,7,14
2025-01-20,ST001,28307-336-11,38,0,7,7,14
2025-01-27,ST001,28307-336-11,37,39,6.9,7,14
2025-02-03,ST001,28307-336-11,34,42,6.3,7,14
2025-02-10,ST001,28307-336-11,24,41,4.4,7,14
2025-02-17,ST001,28307-336-11,27,42,5,7,14
2025-02-24,ST001,28307-336-11,64,0,11.9,7,14
2025-03-03,ST001,28307-336-11,59,0,10.9,7,14
2025-03-10,ST001,28307-336-11,16,45,3,7,14
2025-03-17,ST001,28307-336-11,50,0,9.3,7,14
2025-03-24,ST001,28307-336-11,50,0,9.3,7,14
2025-03-31,ST001,28307-336-11,44,0,8.1,7,14
2025-04-07,ST001,28307-336-11,37,39,6.9,7,14
2025-04-14,ST001,28307-336-11,31,45,5.7,7,14
2025-04-21,ST001,28307-336-11,35,41,6.5,7,14
2025-04-28,ST001,28307-336-11,37,39,6.9,7,14
2025-05-05,ST001,28307-336-11,37,39,6.9,7,14
2025-05-12,ST001,28307-336-11,29,47,5.4,7,14
2025-05-19,ST001,28307-336-11,32,44,5.9,7,14
2025-05-26,ST001,28307-336-11,28,39,5.2,7,14
2025-06-02,ST001,28307-336-11,62,0,11.5,7,14
2025-06-09,ST001,28307-336-11,10,41,1.9,7,14
2025-06-16,ST001,28307-336-11,54,0,10,7,14
2025-06-23,ST001,28307-336-11,52,0,9.6,7,14
2025-06-30,ST001,28307-336-11,43,0,8,7,14
2025-07-07,ST001,28307-336-11,39,0,7.2,7,14
2025-07-14,ST001,28307-336-11,38,0,7,7,14
2025-07-21,ST001,28307-336-11,27,44,5,7,14
2025-07-28,ST001,28307-336-11,26,40,4.8,7,14
2025-08-04,ST001,28307-336-11,21,39,3.9,7,14
2025-08-11,ST001,28307-336-11,49,0,9.1,7,14
2025-08-18,ST001,28307-336-11,48,0,8.9,7,14
2025-08-25,ST001,28307-336-11,46,0,8.5,7,14
2025-09-01,ST001,28307-336-11,42,0,7.8,7,14
2025-09-08,ST001,28307-336-11,33,43,6.1,7,14
2025-09-15,ST001,28307-336-11,25,40,4.6,7,14
2025-09-22,ST001,28307-336-11,12,40,2.2,7,14
2025-09-29,ST001,28307-336-11,51,0,9.4,7,14
2025-10-06,ST001,28307-336-11,48,0,8.9,7,14
2025-10-13,ST001,28307-336-11,40,0,7.4,7,14
2025-10-20,ST001,28307-336-11,33,43,6.1,7,14
